nh3_product_kg_h,nh3_product_kmol_h,nh3_synthesis_kmol_h,h2_feed_kg_h,h2_reactor_kmol_h,n2_reactor_kmol_h,h2_recycle_kmol_h,n2_recycle_kmol_h,n2_synthesis_kg_h,n2_gross_kg_h,water_feed_kg_h,h2_kmol_h,n2_kmol_h,electrolyzer_kwh_h,compression_kwh_h,synthesis_heat_kwh_h,total_kwh_h,specific_kwh_kg_nh3,annual_electricity_kwh,electricity_cost_usd_y,fixed_opex_usd_y,variable_opex_usd_y,annual_operating_cost_usd_y,annualized_capex_usd_y,lcoa_usd_per_t,grid_kgco2_kg,renewable_kgco2_kg,recoverable_kwh_h,useful_heat_credit_kwh_h
2500.0,146.79114555809994,147.52878950562808,486.77419154961,1229.4065792135675,409.80219307118915,987.9511270560229,329.3170423520076,2254.7110122471518,2450.772839399078,4600.016110143814,241.45545215754464,87.48385947737124,25312.257960579722,893.8465102605783,875.0,27081.1044708403,10.83244178833612,216648835.76672238,12998930.146003343,1470000.0000000002,1100000.0,15568930.146003343,4933304.240446922,1025.1117193225132,0.541622089416806,0.541622089416806,550.0,375.0
